goodreads_book_id,tag_id,count
10,6909,3
10,2218,3
10,1489,3
10,29457,3
10,16773,3
10,1542,3
10,5557,3
10,18682,3
10,9738,3
10,11467,3
355,30574,2841
355,26837,484
355,26771,326
355,11743,240
355,11305,217
355,22743,93
355,26894,90
355,11557,84
355,9221,78
355,8717,71
355,27398,61
355,14209,47
355,15048,45
355,26785,43
355,25647,39
355,26842,26
355,5207,22
355,18045,22
355,28300,22
355,26004,22
355,26897,20
355,1691,18
355,7725,18
355,11370,17
355,26020,17
355,26636,16
355,26816,15
355,22034,14
355,20849,12
355,21989,12
355,22753,11
355,20774,11
355,10197,10
355,2277,9
355,22944,9
355,26838,9
355,27401,9
355,3389,8
355,7404,8
355,26884,8
355,27403,8
355,27412,8
355,2175,8
355,24960,7
355,15169,7
355,3392,7
355,3371,7
355,14210,7
355,31617,6
355,5090,6
355,11978,6
355,15067,6
355,25685,6
355,18497,6
355,26772,6
355,26138,5
355,30573,5
355,12940,5
355,31557,5
355,26774,5
355,15003,5
355,18500,5
355,7457,4
355,27535,4
355,14064,4
355,10210,4
355,10094,4
355,23471,4
355,5180,4
355,5481,4
355,7654,4
355,28235,4
355,6122,4
355,14983,4
355,15002,4
355,13962,4
355,26895,4
355,28298,4
355,21953,4
355,11287,4
355,22439,4
355,14211,4
355,20797,3
355,25506,3
355,1416,3
355,31505,3
355,7433,3
355,11376,3
355,473,3
355,22733,3
355,20287,3
355,12663,3
355,22933,3
355,28283,3
355,23549,3
355,24051,3
355,14092,3
355,30464,3
355,9650,3
355,22378,3
357,30574,8024
357,11743,1074
357,11305,1018
357,26837,924
357,26771,762
357,11557,407
357,20939,377
357,15067,348
357,8717,345
357,22743,315
357,7725,249
357,15048,221
357,9221,179
357,26894,174
357,9801,161
357,26785,149
357,5207,130
357,12680,113
357,27199,101
357,26897,83
357,27398,80
357,17213,77
357,9336,76
357,5751,74
357,236,68
357,22034,66
357,3389,65
357,18045,64
357,10210,60
357,31617,56
357,3392,54
357,22753,53
357,11370,51
357,251,49
357,10644,47
357,26816,46
357,10197,45
357,261,45
357,20849,44
357,8517,44
357,28300,44
357,26842,42
357,11590,39
357,21024,38
357,3371,35
357,21989,35
357,9526,35
357,3358,33
357,20774,32
357,24960,31
357,26636,30
357,15060,30
357,30521,28
357,15169,27
357,26774,27
357,7457,26
357,18367,26
357,1642,25
357,923,25
357,11376,25
357,1691,22
357,8055,22
357,12663,22
357,240,21
357,5090,20
357,10641,20
357,248,20
357,31557,20
357,27412,20
357,5776,20
357,29011,19
357,14064,19
357,32586,19
357,26838,19
357,1581,19
357,27403,18
357,25152,17
357,22689,17
357,10093,17
357,20926,17
357,254,17
357,10094,16
357,17217,15
357,1659,15
357,272,15
357,6122,15
357,27535,14
357,26884,14
357,27401,14
357,1582,14
357,5444,13
357,12948,13
357,12940,13
357,18525,13
357,3379,12
357,22333,12
357,473,12
357,11379,12
357,9525,12
357,24771,11
365,30574,3562
365,8717,868
365,26837,489
365,11743,452
365,26771,422
365,22743,368
365,11305,344
365,15048,295
365,26894,268
365,11557,211
365,26785,202
365,20939,199
365,9221,188
365,27199,167
365,9801,162
365,5207,161
365,12680,158
365,240,144
365,27398,139
365,17213,121
365,15067,118
365,26897,100
365,7725,96
365,236,95
365,18045,93
365,8517,93
365,22034,92
365,5751,86
365,10210,86
365,22753,80
365,11590,76
365,10197,74
365,11370,73
365,26842,68
365,26816,68
365,10644,66
365,3389,63
365,251,63
365,28300,63
365,3392,61
365,15060,61
365,30464,60
365,31617,59
365,20849,51
365,21989,43
365,4949,42
365,9336,41
365,26636,41
365,20774,38
365,923,38
365,7457,37
365,11376,37
365,1642,36
365,30521,35
365,20926,35
365,9526,35
365,5090,34
365,9360,34
365,24960,33
365,15169,33
365,248,33
365,1691,32
365,3371,32
365,32586,32
365,261,32
365,10641,31
365,26774,31
365,1659,29
365,25153,28
365,254,28
365,27403,28
365,27412,28
365,18367,27
365,10093,27
365,12663,27
365,12940,26
365,10094,25
365,11293,25
365,25152,24
365,31155,24
365,26838,24
365,5776,24
365,13150,24
365,30444,24
365,1416,23
365,8055,22
365,31557,22
365,25765,21
365,22973,21
365,22689,21
365,28751,21
365,473,21
365,24357,21
365,1581,21
365,272,20
365,5481,20
365,27401,20
365,6122,20
365,1582,20
365,21384,19
2002,30574,5880
2002,11305,267
2002,14017,188
2002,11743,81
2002,5207,76
2002,33114,74
2002,22743,74
2002,8717,64
2002,11557,53
2002,32989,39
2002,6953,32
2002,15965,27
2002,9221,18
2002,27199,17
2002,6857,17
2002,18886,15
2002,22753,14
2002,18045,14
2002,17124,12
2002,14951,12
2002,20774,11
2002,16427,11
2002,20849,10
2002,30521,10
2002,27556,10
2002,13962,10
2002,26785,9
2002,15169,9
2002,22034,9
2002,14024,9
2002,5090,7
2002,32654,7
2002,24092,7
2002,14029,7
2002,14064,7
2002,6888,6
2002,6895,6
2002,19974,6
2002,10644,6
2002,31617,6
2002,5751,6
2002,27535,6
2002,14008,6
2002,32586,6
2002,25562,6
2002,22973,5
2002,22689,5
2002,6960,5
2002,5444,5
2002,27669,5
2002,23349,5
2002,6828,4
2002,32623,4
2002,33124,4
2002,17129,4
2002,6920,4
2002,20781,4
2002,6914,4
2002,9882,4
2002,14764,4
2002,25147,4
2002,16805,4
2002,6022,4
2002,5332,4
2002,32631,4
2002,7898,4
2002,26295,4
2002,1691,3
2002,1128,3
2002,11370,3
2002,11497,3
2002,29452,3
2002,16799,3
2002,26842,3
2002,11579,3
2002,6829,3
2002,21928,3
2002,33153,3
2002,6909,3
2002,11643,3
2002,15048,3
2002,5510,3
2002,26837,3
2002,26838,3
2002,29464,3
2002,15392,3
2002,20125,3
2002,23552,3
2002,14019,3
2002,13960,3
2002,26741,3
2002,15963,3
2002,22545,2
2002,5180,2
2002,5776,2
2002,31430,2
2002,2223,2
2002,21948,2
2002,26296,2
2002,14028,2
2744,30574,74770
2744,11305,6666
2744,8717,3580
2744,11743,2301
2744,11557,1264
2744,31617,865
2744,22743,701
2744,21024,505
2744,21308,463
2744,5207,418
2744,26785,377
2744,3389,361
2744,3392,325
2744,15048,248
2744,17213,216
2744,3371,208
2744,12785,200
2744,1642,189
2744,9221,185
2744,26837,178
2744,11370,177
2744,18045,174
2744,8055,165
2744,26771,158
2744,26897,152
2744,22034,150
2744,22753,146
2744,18886,141
2744,18919,138
2744,29011,131
2744,30521,126
2744,10197,125
2744,1659,115
2744,1691,110
2744,15067,102
2744,11590,101
2744,3379,101
2744,28300,93
2744,22973,92
2744,20774,86
2744,10210,86
2744,3358,85
2744,3377,84
2744,21989,83
2744,26842,81
2744,5751,79
2744,12680,78
2744,20287,75
2744,13320,72
2744,20849,70
2744,7725,70
2744,10644,69
2744,4949,65
2744,33114,64
2744,5090,63
2744,11376,63
2744,26774,61
2744,14821,61
2744,32586,56
2744,27199,55
2744,27412,54
2744,15169,53
2744,8067,51
2744,22689,50
2744,5832,49
2744,11503,48
2744,1416,48
2744,27403,47
2744,18367,46
2744,617,45
2744,24960,44
2744,25151,44
2744,15060,44
2744,25152,43
2744,25150,43
2744,25153,43
2744,25149,43
2744,8066,43
2744,11340,41
2744,12948,41
2744,12161,41
2744,5481,41
2744,10093,40
2744,27398,40
2744,14064,39
2744,11221,38
2744,25148,38
2744,26894,38
2744,21011,38
2744,10641,37
2744,18284,37
2744,11388,37
2744,11978,36
2744,11314,34
2744,10094,34
2744,12940,34
2744,8938,34
2744,31505,33
2744,29316,33
2744,30667,32
2880,30574,12177
2880,19052,3914
2880,8717,467
2880,11305,275
2880,11557,245
2880,13561,184
2880,7778,182
2880,4755,163
2880,22743,97
2880,19165,94
2880,2593,83
2880,11743,81
2880,13547,78
2880,5207,74
2880,33114,72
2880,1540,69
2880,27705,54
2880,25223,53
2880,19141,53
2880,27199,48
2880,29011,46
2880,22973,45
2880,19083,44
2880,1691,37
2880,7739,35
2880,7824,35
2880,32989,31
2880,9221,31
2880,19103,30
2880,19160,27
2880,27644,25
2880,16205,25
2880,22753,24
2880,19125,24
2880,27723,24
2880,16203,23
2880,15048,19
2880,7787,18
2880,18045,17
2880,13575,17
2880,30729,16
2880,27646,16
2880,18886,15
2880,29452,15
2880,30521,15
2880,1542,15
2880,9277,15
2880,19102,15
2880,19064,15
2880,7763,15
2880,13150,15
2880,27618,15
2880,11590,14
2880,31617,14
2880,7725,14
2880,14821,14
2880,15169,13
2880,19065,13
2880,19071,13
2880,13555,13
2880,19079,12
2880,22789,12
2880,2595,12
2880,11535,11
2880,19146,11
2880,13528,11
2880,20774,10
2880,25167,10
2880,32586,10
2880,13565,10
2880,19111,10
2880,13568,10
2880,13141,10
2880,11497,9
2880,26138,9
2880,5481,9
2880,12680,9
2880,12035,9
2880,13564,9
2880,19086,9
2880,17406,9
2880,5090,8
2880,9886,8
2880,14370,8
2880,19072,8
2880,7746,8
2880,19150,8
2880,30490,8
2880,1078,7
2880,9147,7
2880,19152,7
2880,1128,6
2880,25152,6
2880,25151,6
2880,25153,6
2880,25148,6
2880,7784,6
2880,25093,6
2880,19166,6
2880,27706,6
3304,30574,7072
3304,8717,572
3304,11305,464
3304,33114,343
3304,11743,207
3304,11557,184
3304,32989,129
3304,1691,127
3304,22743,97
3304,5207,93
3304,18919,91
3304,28261,59
3304,15844,56
3304,27199,54
3304,22034,37
3304,22753,33
3304,6953,32
3304,9221,32
3304,6857,31
3304,28189,31
3304,10862,31
3304,6828,26
3304,20939,23
3304,20774,22
3304,11590,20
3304,15169,19
3304,21989,19
3304,26138,19
3304,18896,19
3304,17639,19
3304,10859,17
3304,6888,16
3304,20849,16
3304,18045,16
3304,30521,16
3304,25195,16
3304,18886,15
3304,33009,15
3304,29452,15
3304,33012,15
3304,8055,15
3304,17640,15
3304,2116,15
3304,26735,14
3304,15409,14
3304,6999,14
3304,11290,13
3304,17645,13
3304,5090,12
3304,10197,12
3304,5481,12
3304,33138,12
3304,11396,12
3304,16798,12
3304,24960,11
3304,6895,11
3304,17124,11
3304,11370,11
3304,12315,11
3304,4461,11
3304,22009,11
3304,28267,11
3304,19974,10
3304,29011,10
3304,22689,10
3304,33124,10
3304,26126,10
3304,31140,10
3304,31505,10
3304,2223,10
3304,11570,10
3304,10573,10
3304,6829,9
3304,33153,9
3304,609,9
3304,33777,9
3304,10093,9
3304,13098,9
3304,26740,9
3304,1416,9
3304,1711,9
3304,26785,8
3304,11505,8
3304,22973,8
3304,31617,8
3304,25151,8
3304,33165,8
3304,14764,8
3304,1542,8
3304,18367,8
3304,8067,8
3304,1642,8
3304,32586,8
3304,10210,8
3304,11643,8
3304,25114,8
3304,32996,8
3304,21024,8
3304,3653,8
3304,22352,7
3682,30574,47489
3682,11305,1401
3682,33114,1152
3682,14467,952
3682,22973,924
3682,14487,866
3682,32989,755
3682,11557,725
3682,26138,712
3682,18886,616
3682,22743,574
3682,29452,425
3682,8717,386
3682,20939,363
3682,29011,361
3682,5207,350
3682,11743,302
3682,33009,296
3682,27199,259
3682,33012,242
3682,18045,239
3682,30521,214
3682,22753,203
3682,31859,191
3682,11590,187
3682,4834,186
3682,33124,164
3682,13446,164
3682,3392,153
3682,3389,145
3682,10641,138
3682,15169,137
3682,26785,129
3682,3371,129
3682,29464,125
3682,32996,118
3682,9638,112
3682,14484,111
3682,31617,109
3682,1691,108
3682,32586,107
3682,33023,102
3682,1416,101
3682,32623,100
3682,10197,99
3682,20774,97
3682,19524,97
3682,7852,96
3682,18028,96
3682,17213,94
3682,24960,93
3682,2104,89
3682,22689,89
3682,9477,87
3682,6750,87
3682,11370,86
3682,12600,84
3682,14552,84
3682,25151,79
3682,22983,78
3682,9221,77
3682,14527,77
3682,31232,74
3682,12035,73
3682,25147,71
3682,14370,70
3682,33153,69
3682,10210,69
3682,509,69
3682,12913,68
3682,25146,67
3682,20849,66
3682,25150,66
3682,25148,66
3682,11505,65
3682,9484,64
3682,29316,63
3682,33121,62
3682,18054,60
3682,25765,58
3682,31505,58
3682,30573,57
3682,1078,56
3682,25145,56
3682,25152,54
3682,11497,51
3682,25149,51
3682,33018,51
3682,4949,50
3682,6828,49
3682,33035,49
3682,5481,49
3682,22034,48
3682,22352,48
3682,29457,48
3682,25822,47
3682,22344,47
3682,32973,47
3682,31861,47
3682,3379,46
4407,11305,16071
4407,11557,7662
4407,30574,6635
4407,11743,6342
4407,31617,2048
4407,22743,1675
4407,21024,1535
4407,5207,1180
4407,26785,820
4407,26837,817
4407,26771,716
4407,3389,707
4407,17213,693
4407,21308,683
4407,11590,628
4407,3392,606
4407,8055,582
4407,1642,528
4407,14821,524
4407,4949,523
4407,1416,455
4407,22034,453
4407,11370,417
4407,18045,405
4407,3371,391
4407,30521,390
4407,22753,386
4407,10197,364
4407,29011,353
4407,18919,349
4407,26897,344
4407,9477,320
4407,22973,316
4407,1659,311
4407,9638,289
4407,9221,287
4407,1691,282
4407,12785,277
4407,18886,271
4407,20939,269
4407,25647,267
4407,24960,256
4407,25153,252
4407,27199,251
4407,10210,242
4407,3358,241
4407,8717,228
4407,31505,223
4407,26842,210
4407,22330,205
4407,20774,201
4407,28300,201
4407,21989,199
4407,32586,193
4407,2104,191
4407,10644,191
4407,20849,187
4407,5090,185
4407,8067,181
4407,18367,179
4407,13320,179
4407,25152,176
4407,7457,170
4407,20287,167
4407,11376,160
4407,3379,157
4407,9484,156
4407,25000,147
4407,25151,146
4407,26774,144
4407,3377,142
4407,26894,142
4407,5751,141
4407,15169,139
4407,10093,135
4407,30358,134
4407,12948,133
4407,11505,132
4407,25150,132
4407,25149,129
4407,22689,128
4407,11497,126
4407,27398,126
4407,14988,118
4407,2277,117
4407,25765,116
4407,2271,115
4407,941,114
4407,8922,114
4407,8346,113
4407,8938,113
4407,12869,112
4407,27412,111
4407,25148,110
4407,27403,108
4407,25506,103
4407,14983,102
4407,8066,101
4407,29316,98
4407,21011,97
4516,30574,1973
4516,11557,362
4516,8717,325
4516,33114,235
4516,14821,154
4516,11743,141
4516,20939,137
4516,11305,114
4516,13446,107
4516,5207,105
4516,22743,84
4516,32989,81
4516,26138,76
4516,28261,72
4516,28259,68
4516,14487,66
4516,11590,57
4516,22753,56
4516,18919,36
4516,30358,36
4516,11570,35
4516,9221,34
4516,10197,34
4516,28269,32
4516,14467,30
4516,20774,29
4516,25150,29
4516,8055,29
4516,30521,28
4516,18045,26
4516,6288,24
4516,6290,24
4516,25152,23
4516,29076,22
4516,29452,20
4516,17213,20
4516,3371,19
4516,25151,19
4516,9886,19
4516,20994,19
4516,10932,19
4516,3911,19
4516,21989,18
4516,24999,18
4516,20849,17
4516,5090,17
4516,24997,17
4516,22034,16
4516,3392,16
4516,4461,16
4516,28525,16
4516,1691,15
4516,28268,15
4516,22973,14
4516,25153,14
4516,923,14
4516,10210,14
4516,25149,14
4516,24996,14
4516,10862,14
4516,3389,13
4516,1078,13
4516,10859,13
4516,24960,12
4516,32586,12
4516,31140,12
4516,10093,11
4516,25148,11
4516,31133,11
4516,19524,11
4516,4949,11
4516,22009,11
4516,28262,11
4516,31617,10
4516,29011,10
4516,33124,10
4516,1642,10
4516,3379,10
4516,20989,10
4516,29316,10
4516,26771,10
4516,5481,10
4516,8507,10
4516,20205,10
4516,33220,10
4516,15169,9
4516,1128,9
4516,11505,9
4516,22352,9
4516,20781,9
4516,12600,9
4516,18326,9
4516,21111,9
4516,5180,9
4516,20125,9
4516,25195,9
4516,16798,9
4516,7852,8
4516,751,8
4516,15409,8
4978,30574,10182
4978,8717,1388
4978,14821,993
4978,11557,784
4978,11305,571
4978,22743,462
4978,26837,334
4978,27199,323
4978,17273,310
4978,26771,277
4978,5207,262
4978,28663,257
4978,9221,233
4978,8957,231
4978,32353,201
4978,29744,192
4978,11743,190
4978,26785,154
4978,1691,135
4978,3389,122
4978,22753,118
4978,10729,94
4978,22034,91
4978,24051,89
4978,3392,84
4978,20774,79
4978,10731,77
4978,29011,73
4978,30358,70
4978,8938,69
4978,18045,65
4978,11370,63
4978,3371,63
4978,10210,59
4978,11590,56
4978,30521,56
4978,20849,55
4978,26897,52
4978,8922,51
4978,10064,50
4978,17285,48
4978,5090,47
4978,3358,47
4978,10059,46
4978,26894,44
4978,24960,42
4978,26842,42
4978,1642,41
4978,21989,38
4978,8963,38
4978,14064,34
4978,14361,34
4978,15169,33
4978,20939,33
4978,28300,33
4978,29888,32
4978,18318,30
4978,3379,29
4978,1659,29
4978,12940,29
4978,6122,29
4978,22689,28
4978,25153,28
4978,13962,28
4978,31617,26
4978,32586,26
4978,3377,26
4978,2277,25
4978,10094,25
4978,11978,25
4978,26436,25
4978,28683,25
4978,28648,25
4978,22973,24
4978,10644,24
4978,21384,24
4978,24447,24
4978,2104,23
4978,18886,22
4978,29076,22
4978,25149,22
4978,10093,21
4978,11855,21
4978,18946,21
4978,29746,21
4978,26107,21
4978,6604,20
4978,8573,20
4978,33104,20
4978,11505,19
4978,25151,19
4978,11340,19
4978,14764,19
4978,25148,19
4978,27398,19
4978,2768,19
4978,21052,19
4978,13803,19
4978,13193,19
4978,25152,18
5091,30574,7559
5091,11305,3026
5091,11743,1025
5091,11557,1016
5091,14821,982
5091,8717,930
5091,22743,422
5091,27199,304
5091,17273,289
5091,26837,288
5091,26771,264
5091,5207,245
5091,28663,241
5091,8957,222
5091,9221,220
5091,29744,188
5091,32353,155
5091,26785,151
5091,1691,131
5091,3389,101
5091,10729,95
5091,22034,84
5091,17213,76
5091,3392,75
5091,11590,73
5091,24051,72
5091,10731,71
5091,10197,68
5091,30521,63
5091,20774,62
5091,18045,61
5091,10210,61
5091,30358,59
5091,8938,58
5091,11370,57
5091,3371,56
5091,17285,53
5091,20849,49
5091,26897,49
5091,5090,47
5091,29011,45
5091,3358,44
5091,10064,44
5091,1642,42
5091,26842,40
5091,26894,38
5091,8963,38
5091,10059,37
5091,14064,35
5091,21989,33
5091,20939,32
5091,14361,32
5091,29888,32
5091,32586,30
5091,10094,30
5091,28648,30
