user_id,book_id
2990,23
5595,929
259,682
1178,322
484,239
4936,4656
2819,73
5678,2887
5678,929
5678,62
2467,3960
5684,5810
4965,3769
3329,929
1036,239
5691,62
5051,1248
1235,3036
4529,8373
5021,73
5720,8832
3340,1626
4846,283
1714,73
1824,457
663,480
663,62
5138,8841
5639,73
3697,52
3697,1709
3697,2009
2613,62
962,6256
5701,1273
5701,2807
5701,2306
5701,3330
5701,2887
5701,2930
3183,457
4943,5372
999,8841
5228,5045
5786,62
5786,9021
5697,682
3602,9021
2257,682
2257,205
2257,696
2257,898
2257,1993
2257,1533
2257,1633
2257,3340
2257,4192
2257,4251
2257,5928
3215,73
2819,586
5802,1286
5778,3
5809,4775
5809,2407
5809,880
5809,1286
5809,469
5809,3271
5831,2
5847,1895
5850,73
5689,4387
504,73
5021,7361
5021,3629
2432,73
2432,49
2432,52
2432,3
2048,1391
5878,3767
5778,2306
719,766
5911,168
4617,1056
5912,3769
5748,6733
3301,1689
5936,205
5936,696
5936,898
5936,1993
5791,73
5961,283
5967,936
5967,1053
5967,953
5967,3660
5967,1450
5967,1479
5967,2631
5967,2493
4846,167
3470,6792
4502,4827
4502,9299
4502,314
5752,1056
5955,5444
3834,7271
5956,52
104,6683
5992,1530
1708,24
1708,2691
1708,2034
1708,3036
1708,2923
1708,3883
1708,168
1708,349
1708,675
1708,1248
1708,2807
1708,2930
1708,586
1708,2392
3215,2691
2070,1155
5959,8287
5959,8557
5959,8241
5253,1298
5253,1554
5253,4230
4843,5045
4074,73
3636,9021
6046,52
1792,3330
6055,399
6042,62
978,7271
5365,1479
5365,2631
6056,1764
1726,232
22,2691
5791,282
1433,929
1729,9691
1591,2472
6046,283
6112,5813
5698,1032
2168,1689
1792,8517
5952,480
5952,1153
5902,898
4658,73
2338,3254
6022,1217
6135,894
6135,1342
6135,2043
6135,2271
6135,953
6135,936
6135,1053
5740,9289
5310,2472
1649,2472
1649,322
189,232
189,612
189,806
189,936
189,953
189,1248
1829,314
6151,1727
3931,73
2389,5175
4869,73
6162,62
6162,480
1154,25
1154,1886
6165,1764
6165,6448
5149,25
6059,6828
6059,1342
6059,1337
6174,2
6174,23
6174,18
6174,24
6174,21
6174,27
5987,21
6059,457
2344,806
2344,936
2344,1053
2344,953
6182,5498
6182,8651
6182,9019
6182,9922
6118,929
1154,666
4076,73
6182,2347
6182,1217
6182,2604
6182,3477
6182,3128
6182,5290
2646,1337
6158,3826
6158,3063
6227,73
3565,5347
3565,6828
1966,7050
4274,2577
1804,3370
2738,23
2943,167
2599,3960
4337,1248
4337,725
2536,457
6187,1764
3150,4859
3150,4827
5748,377
5775,377
6287,7195
6295,8134
6295,6864
6295,4105
6295,2545
6295,5760
6295,4556
6295,5218
6295,1336
6284,3
1829,223
6287,3340
1262,2472
1262,4687
1262,5151
1262,4791
6307,8761
4272,586
6284,314
6284,223
3980,682
4452,2519
6339,3055
5021,3289
6284,41
6314,1456
1724,1764
1724,5810
1724,8637
1724,9924
4229,953
4229,1053
4429,6828
5983,73
1710,457
5566,4686
6411,399
5468,41
4553,62
4553,368
4670,3
6407,5403
5740,205
5740,980
5740,1273
5705,73
6314,282
4408,8841
4602,1634
1620,73
6407,394
6488,1042
1482,1056
4770,3175
6495,6816
6495,2392
6495,322
6464,2604
6438,7271
6479,73
6506,168
1495,399
6320,457
5367,8517
2467,322
6533,25
6533,27
4840,1641
2223,197
2223,527
2223,563
2223,558
2223,631
2223,652
2223,624
6559,457
6559,682
4931,73
1205,282
5883,457
3113,1056
6570,4084
1726,675
552,766
4742,283
2162,1153
2162,3883
6112,6683
3270,457
5721,73
555,586
6586,49
6586,73
6586,52
2006,1286
2006,682
6589,3
6614,49
6614,52
6170,232
5926,5171
6629,7568
6642,1381
6467,73
6642,457
6561,27
6561,18
6561,21
6561,23
5733,918
6652,239
6654,2392
4094,52
401,399
3235,682
1606,3
4273,875
4273,3
4273,49
4273,52
6344,5175
286,73
5672,239
5672,1056
6310,766
2031,283
6127,1696
2070,377
6729,52
6580,73
6740,7927
6740,4167
6740,2968
6740,5247
6740,62
6747,5026
6747,3990
6747,4425
6747,7214
6747,394
6747,7940
6747,6719
6725,2271
4415,1626
5217,1381
6185,1391
4918,586
6732,2225
3936,891
6329,2021
6329,73
6772,2
6772,24
6772,18
6772,27
6772,21
6772,23
6772,3
2811,3215
2811,1840
2811,4105
2811,2545
2811,5760
2811,4556
2811,5659
2811,4030
2811,806
5976,191
3605,377
4640,8062
2796,73
6778,682
6778,1381
6778,457
4787,563
3605,191
5566,1086
5818,197
1362,4859
1362,367
1362,1709
5581,52
5581,73
5581,9021
6127,312
6467,368
3605,929
6467,377
6846,2923
5186,3175
6467,4088
5706,6887
5706,3960
6858,239
6858,1641
538,52
5841,6731
5841,1626
4953,3
6063,3055
6309,7568
6112,2195
6769,5813
3605,2472
6273,3
6273,49
6273,52
6273,3445
6273,6743
6273,246
3296,167
3296,666
3296,377
3296,322
1200,312
3480,377
6901,7633
2890,6461
6467,2420
6407,645
6407,3271
6934,457
6821,1641
6821,73
6973,666
6973,8424
6973,2631
6973,2407
6973,3960
1591,696
3340,3350
6990,167
6437,73
4253,558
4253,563
4253,527
4253,197
6107,3
6107,49
6107,52
428,52
7003,3
7003,49
7003,52
4471,205
6943,2930
4089,73
6467,2282
6816,624
2770,6048
3302,167
3302,8643
6465,666
2176,52
3567,457
6239,2195
5930,52
6916,5264
2431,5498
7024,4775
7024,832
7024,3824
7024,5171
7024,6763
7024,7633
7024,6762
7024,5042
7024,5512
7024,5825
7024,6923
7024,7041
7024,7512
7024,7574
7024,7150
7024,7911
7024,7976
7024,8008
7024,4423
7024,4757
7024,6325
7024,6585
7024,8256
7024,7996
7024,8542
7024,8694
5463,3
7048,898
5426,191
5426,7662
5740,5112
3250,8777
7052,167
7052,1155
7052,1554
6550,8424
73,205
3885,9021
3308,3395
4074,6488
7097,191
6467,1298
862,1971
5432,49
4305,2
6186,8777
618,894
1362,2009
352,682
690,167
7130,1840
7130,1257
7130,2083
7130,4867
7130,6080
7130,4959
7130,3001
7130,9148
7130,3437
3221,399
2630,5175
7143,1217
7143,1533
7143,1633
7143,1993
7143,2604
7143,3340
5503,3477
7158,3
2070,399
7162,1764
7162,399
487,283
7170,666
7172,73
5306,73
2976,1450
4165,151
6421,3175
636,8517
1075,312
6421,367
7080,27
7080,23
4364,399
4955,1850
4955,766
3449,399
6439,399
6419,748
1250,49
6423,834
5337,3055
5337,312
1666,2923
1666,3883
1666,4031
1666,4979
1666,3254
6864,205
6419,5044
6419,5499
2584,52
6402,6911
7821,6816
7821,1381
7242,586
7242,223
3545,5175
2492,3
6967,8109
6967,3
6967,5388
6967,1641
6967,4190
5701,4425
5701,675
5701,3215
5701,7112
5701,8050
5701,6731
5701,197
5701,527
5701,563
5701,558
5701,631
5701,652
5701,624
5701,724
5701,748
6657,73
6657,3313
6657,457
3115,197
6657,399
7099,450
7099,891
6816,283
4146,5388
7099,3313
717,3313
2294,720
3290,73
3290,834
7273,4534
4785,21
4785,27
4785,25
7266,73
3340,4076
3649,167
7285,1727
2968,5803
2630,1889
5140,1456
2285,1381
6271,1611
7141,469
1325,1337
632,3
5123,6002
3968,563
3968,197
7338,898
1569,5175
1569,62
1569,368
1569,480
4844,586
4844,2577
618,1342
7344,9021
7344,314
7344,7171
1513,205
1513,898
1513,1217
1513,349
7347,724
3967,52
3967,1394
3967,1450
3967,399
7358,377
6562,314
6559,563
6271,586
4465,859
7285,696
7373,3271
7373,875
2695,191
1743,527
6272,282
3553,1227
3553,4775
3553,6332
7403,2430
7403,5044
7403,5499
7403,6488
6259,6461
6656,7422
5326,73
7391,2923
7391,4979
6309,312
6271,1531
3028,399
7418,3175
7156,2034
7156,3036
6318,666
6318,399
7287,2487
6259,4355
2018,859
2018,1429
1099,4827
1598,898
1598,1217
1598,1533
1598,1633
1598,2347
1598,1993
1598,2604
1598,3340
1598,4579
1598,4192
1598,197
1598,724
1598,2605
1598,2911
1598,3510
1598,3608
1598,3832
1598,4425
1598,4867
6927,73
6988,2407
6942,6256
6467,2195
3360,282
3360,312
186,49
186,52
3696,197
7482,399
7480,73
6682,167
6287,1634
6287,875
5647,49
5992,2034
5992,3036
5992,4031
5992,4979
6778,282
6888,2381
6888,1535
7494,3313
7524,2807
7524,2887
7524,2930
7524,666
7524,312
7524,1715
7524,4859
292,834
3774,3175
2373,239
6056,2195
6056,4775
7220,399
536,282
7290,282
7290,4775
6410,5498
6410,746
6410,5247
6410,1381
7539,52
5637,7214
6410,8841
1099,1491
1988,49
1988,52
7556,399
4167,3254
5637,5247
7251,2430
7251,5044
7251,5499
6445,314
7566,25
7566,24
7566,27
7566,18
7566,21
6597,3
7461,191
7447,214
7447,159
7510,282
7447,2195
5311,49
5311,834
2404,1633
2404,1993
2404,3340
2404,4251
2404,4192
2404,5928
7579,2034
7579,3036
7579,2923
7579,3883
7579,4031
7579,4979
7594,9152
7594,1286
7594,469
7594,9408
7067,3036
7452,167
7452,283
2576,3
6135,8931
6657,2034
4653,834
5234,23
3989,312
5384,3524
5697,6828
7641,2519
7241,377
7647,73
4183,167
6239,2935
375,3826
7461,41
1591,1803
7658,3
7658,62
7658,52
7658,49
6419,2923
7671,312
7658,2
4845,51
4845,153
4845,134
4845,5815
5933,652
5933,624
5933,724
5933,1304
5933,1363
5933,1394
5933,1450
7594,5347
7594,6828
5202,724
7697,832
7697,682
2968,4357
4741,73
6898,2195
6522,41
4965,312
960,49
5033,7021
7720,3
7721,4686
2968,1779
2968,3445
2968,6743
2968,7940
2968,7780
1814,191
5140,834
2996,322
7271,8937
6110,2420
6110,175
6110,9740
6255,52
788,73
7524,7092
7715,3175
7715,3921
7715,5945
6056,4170
4690,7271
4690,1715
7758,4680
7758,4619
7758,2091
7041,666
7764,384
7759,399
1433,5195
7732,283
7369,4979
7777,239
6927,8507
6927,746
6272,191
7783,9195
7784,377
6749,832
7790,1286
2044,1715
7793,898
7793,1533
7793,1993
2875,377
3883,377
7771,3036
7339,2021
67,1381
7753,666
6410,450
7802,3254
2796,349
2796,675
2294,312
7817,2195
6171,4849
5583,1820
30,1381
4824,1381
7119,377
7119,766
3740,682
7832,5681
7832,6175
7832,6652
7832,7054
7832,8832
7463,682
6171,3839
6171,5547
6171,5749
6171,8240
6171,4781
6171,5760
6171,5218
6171,3215
6171,2275
2251,682
2590,806
2590,936
2590,1053
2590,953
2590,725
2590,3960
4845,586
4845,2577
4845,1944
7784,3767
6316,191
4845,2405
4845,5728
4845,3960
4845,6887
4845,7817
7339,232
7339,612
7339,725
7339,806
7339,936
7339,1053
7339,953
7339,23
7339,24
7339,21
7339,27
7339,18
7339,25
7339,2090
7339,1553
7339,1086
7339,2224
7339,2341
7339,2550
7339,2605
7339,2549
7339,2911
7339,3510
7339,3608
7339,2303
7339,3990
7339,3874
7339,4425
7339,1248
7339,675
1234,457
7827,682
7848,282
7169,2381
7169,1535
7169,2282
4511,312
7867,3960
7867,167
4374,314
4374,1391
4374,2195
4250,3313
7878,73
7878,834
7674,5112
7674,4849
7897,3
7896,322
7896,312
7473,377
4844,197
4844,527
4844,563
4844,558
4844,631
162,191
7901,1715
7901,312
7901,7082
7901,322
1587,2674
5515,3175
331,880
331,1227
331,9562
5794,377
5794,282
5794,666
7901,8359
909,167
7901,73
7901,239
3393,1391
7896,1530
7896,929
7732,5388
7784,1273
3279,3
3279,191
3775,191
7918,205
6927,2593
7901,586
7921,62
2130,8841
2130,2691
2130,2034
2130,3036
2130,3254
2130,4979
3866,5175
7810,6002
7810,6551
7810,7170
7810,9195
7810,7519
7810,8767
7810,232
7927,367
7927,5293
7927,73
7935,682
7927,8651
7927,282
7927,377
7927,322
7927,167
292,8196
4276,27
4276,21
4276,25
3553,8841
3553,645
1829,25
1829,24
1829,18
1829,27
1829,21
1829,23
1829,49
1829,52
7830,480
7674,2182
7966,3254
7976,367
7944,682
481,746
1400,3
6888,2134
7856,8031
7994,3128
6707,875
3553,5444
8009,5871
1382,73
1954,4849
4955,2195
5468,197
5468,527
5468,563
5468,558
5468,631
5468,652
5468,624
5468,724
4326,377
8021,314
8021,2195
8021,1391
8024,52
6309,1491
4265,7271
6934,685
6934,880
234,2381
6927,1626
4011,322
8021,457
8021,834
8021,1779
8030,5175
6637,167
8034,62
3028,1530
8046,666
8046,4867
8046,748
8057,367
8058,62
8058,3
7062,73
8057,3001
8057,3189
8057,3382
4325,282
8019,9138
7783,6256
6993,682
2695,929
8071,62
1625,1641
165,232
5048,457
7581,167
7581,1153
7581,2691
7080,73
5695,134
8061,168
8079,1155
8053,2392
8053,1391
6956,191
5142,1641
7842,159
5752,682
5752,282
5752,2577
8117,2201
8117,41
8064,191
6112,1993
6112,6239
2257,399
8038,1630
8108,929
7916,2195
8034,1715
428,2182
8034,283
1844,205
7999,682
7447,191
7447,2935
7447,282
7999,223
8117,3313
8019,419
5299,2
1441,283
8144,586
8144,168
8144,834
7241,6743
7241,7940
7236,682
8146,586
6568,52
4845,898
7473,168
8177,1227
8188,25
8188,27
6925,748
8193,25
8193,18
8193,24
8193,27
8193,21
8193,23
8193,191
1497,73
8121,586
8121,2577
8121,1944
8121,246
8121,2392
8121,153
8121,312
8121,449
8121,491
8121,134
8121,4580
8195,1764
8195,7171
8195,5179
8183,5815
8183,7171
1909,2969
7222,5815
1934,724
8222,3313
8227,25
8227,18
8227,23
8227,27
8227,24
8227,21
6334,3
7639,41
7639,151
7639,159
7639,214
8242,3
2803,283
1159,2170
8171,159
892,3
8251,25
8251,24
8251,18
8251,27
8251,21
8251,23
8251,682
8252,232
8180,9152
8262,4775
8262,283
8262,527
8262,563
8262,558
8262,631
8262,652
8262,6488
4011,282
7889,51
7242,7171
1474,2577
7242,491
8265,73
8275,6563
8280,9449
6888,1653
7240,246
7241,183
7158,167
7260,4078
6574,2381
6574,2282
8289,3684
7681,2083
7681,3183
7681,3738
7681,3984
7681,1227
7681,1779
7681,4293
7681,5316
7681,4901
7681,7596
7681,5814
7681,880
7681,7818
7681,9140
7681,5721
3813,491
8249,73
6161,27
6161,399
6161,2
6161,21
6161,24
6161,18
6161,23
6161,25
8296,25
6334,41
6334,151
6334,1850
1585,73
1585,4686
2968,418
3139,282
555,6534
8299,367
7241,2038
826,1153
4384,153
3393,1641
8306,586
3048,282
8312,25
8312,24
8312,27
8312,23
8312,21
359,197
2582,9691
2580,1611
2892,1491
8117,6252
8322,419
3435,929
7476,457
8146,9747
8333,282
8333,41
8333,645
8334,953
8040,2824
8177,415
8177,419
615,1381
7189,527
7189,563
7189,558
7189,631
7189,652
7189,624
7189,724
7189,748
7189,2430
7874,457
4748,783
4148,2017
6574,2488
8346,5112
8346,783
8346,5749
8346,8240
8346,6513
719,191
719,377
862,153
862,134
6559,806
5342,1715
5213,282
5213,586
5775,6733
4841,1491
5538,322
1753,239
7697,8320
7697,2969
7697,2487
7362,682
8249,834
8249,1626
6218,5728
6218,5889
6144,73
2953,1155
2414,433
6757,419
4011,223
8332,6731
8332,1391
8332,3271
8332,1155
8375,239
1881,1917
1881,41
1881,8196
1881,1689
8334,1053
6231,9994
7784,246
2945,457
4325,153
4325,134
8387,367
8387,3
1881,51
1881,312
6185,682
2307,2170
972,2824
8397,312
8397,875
8397,2577
8398,569
263,2691
263,2923
263,4031
5394,2674
402,1641
8369,4031
165,2392
8317,2824
8406,1993
8406,3340
403,282
7889,1764
6956,3
6956,49
8416,314
8416,1391
8416,2195
5184,191
4049,880
2063,5388
8317,3524
6379,377
6379,399
6379,3758
6379,73
6379,159
6379,1764
8198,682
8198,3767
8198,5388
8425,3396
8426,1491
8426,1248
8426,5026
8426,7271
8423,682
8432,4125
8435,4076
8298,4076
8435,2134
8435,2593
8435,433
8435,841
8435,889
8435,1291
8435,1336
8435,1473
8447,5247
8447,2487
8447,9152
2908,283
3916,1626
3916,1381
4993,191
428,624
7102,377
8457,7116
8457,8173
8457,8241
8457,8287
8457,8557
8457,9994
8457,1554
7931,377
7878,62
8462,62
8463,480
6314,8241
7931,1429
6314,981
6314,2195
6314,1803
8465,282
8469,367
8469,153
8469,134
8469,384
8469,394
8469,419
8469,3095
8469,643
8469,246
8469,449
8469,491
8469,783
8471,282
8471,5469
8471,1764
6821,3175
6821,2195
8469,2432
7926,1925
143,834
8497,73
5804,3063
5804,3826
8491,399
8491,41
8491,197
2774,322
8491,1641
8491,168
8491,5498
8491,2898
2711,1830
4213,167
4213,1391
4213,2195
4213,134
4213,153
4213,2674
4213,450
4555,624
6510,24
8505,1727
4259,205
4990,834
4828,73
8508,153
8508,6731
3607,480
3195,18
8508,51
8508,134
7274,52
8491,1709
5413,643
5413,449
5413,1611
5413,1626
2695,239
2316,3510
8522,197
8522,527
8522,563
8522,558
8522,631
8522,652
8522,624
8522,724
8522,748
8512,8777
6465,41
8053,2684
3470,6733
8534,239
8543,399
7558,8517
7784,3166
2392,2824
5291,558
5291,624
5291,724
5291,748
5291,5044
5291,5499
8549,62
8555,322
8558,73
8558,52
8558,282
8558,2195
8558,6733
8541,175
8541,282
8541,2487
8541,377
8541,6887
8541,7817
3468,168
3468,62
7422,3036
7422,3254
7422,2923
960,1715
6590,1641
6590,312
1875,834
2143,191
2143,1764
2143,666
1958,312
1958,167
1958,1155
1958,223
7241,151
7241,159
7241,214
7241,175
7548,167
8575,3340
8269,322
5665,167
8558,399
8575,682
8534,1340
8534,1363
8534,1394
8534,1450
8534,1630
7811,191
8583,2
8591,2195
6809,25
6809,27
6809,21
8228,7271
8591,3
8591,49
8591,52
8555,8841
8532,1611
8532,1032
6126,314
6126,223
6126,41
6126,52
6126,399
6419,2126
6419,1889
4077,197
4077,527
4077,563
4077,558
8614,314
4348,167
7217,232
8616,62
5473,73
5418,1634
5418,2017
1958,2017
8053,834
8053,246
8053,9562
5715,527
5715,631
5715,8359
6186,3036
6552,2420
7811,1056
7609,9976
5203,1155
5203,191
1570,4251
8643,8359
3470,491
8053,480
8053,282
3862,282
8674,834
3482,1709
7784,1153
7238,62
7238,1391
7238,2195
6860,312
3862,191
2682,1032
5988,415
8695,62
8695,5469
8696,1764
4532,5912
8701,191
8701,377
4817,457
1339,1715
7335,1363
7335,1394
8712,239
8712,1056
8712,1077
7217,766
6682,8196
8529,5175
7238,1641
7169,624
7169,724
7169,748
8403,1689
6158,151
6158,214
6158,159
6158,175
6940,527
8437,3524
8437,4683
8437,5347
8437,4686
8734,367
6127,9449
7548,457
8739,457
8740,4387
8724,834
1567,27
8748,3175
8748,3921
8748,5945
8748,5026
8748,8359
8748,1535
8748,2381
8748,2282
7681,875
7681,3271
7681,4076
7681,4223
8735,283
7389,197
7389,527
7389,563
7389,558
7389,631
7389,652
7389,624
7389,724
7389,748
8767,367
7274,415
7164,9438
7164,314
2017,4775
8053,8866
7440,283
7681,394
7681,419
7681,7926
1810,1429
6314,6743
6314,584
8724,153
8724,51
8724,134
5184,584
7538,2017
2184,18
2184,23
2184,2
756,3758
756,9175
8724,1286
8574,1715
684,175
5799,51
5799,6828
5799,134
5799,153
5799,2824
5799,1032
5799,1626
5799,1456
5799,814
5799,1611
5799,1760
1958,584
1958,254
7031,6488
7031,2430
4871,2430
4871,5044
3885,748
41,205
8810,7081
8817,6488
8817,6534
8817,3611
8817,73
7901,232
8435,491
7816,4167
7889,8777
4525,1850
5503,41
8839,52
2540,1641
2711,1491
6552,8104
8842,1391
8842,2195
8846,3340
8846,4192
8846,4251
8620,2006
8841,232
8841,2195
4548,880
8843,73
8843,3767
6592,202
8860,283
7758,4665
7758,6792
7758,5390
8252,205
8865,191
8865,682
8874,167
8874,168
8573,23
5086,73
5086,197
5086,283
5086,527
5086,205
5086,399
7681,3001
7681,4801
7681,3839
7681,5547
7681,5749
7681,8240
7681,6513
7681,1070
7681,1945
7681,1946
7681,1891
7681,1251
8891,239
8891,480
8891,8841
8888,2824
8898,62
8900,62
7241,309
5218,62
5218,1715
1898,8320
2686,834
6069,314
6069,929
6069,5175
246,2487
246,1491
246,4334
8860,282
8860,666
7809,3769
6540,682
6540,312
6540,480
8927,205
1140,491
8693,746
2706,312
7784,2341
7565,167
8943,25
8943,24
8943,18
8943,21
8943,23
8943,49
8943,52
6314,1696
8164,2969
6402,9007
8928,929
8950,367
8958,1633
8956,1760
8928,936
8928,953
8928,1053
8596,3175
8596,5945
5847,624
5847,724
5847,748
162,929
8722,584
8985,1764
8985,134
8985,2195
8983,223
8596,1917
8988,586
8988,2824
8596,73
2706,282
8995,1483
8995,5112
8995,2347
8995,3616
8998,377
8998,682
1439,3
1439,49
1439,52
2449,197
9003,2420
8956,5444
7083,1945
7083,309
8529,5469
3278,1056
3278,73
8688,685
6927,3165
6423,367
8995,51
8995,153
8995,134
4962,25
8596,7667
9016,724
7681,2705
7681,5322
7681,6658
7681,7797
7681,3083
7681,5759
7681,3486
8099,151
3011,168
9038,682
670,584
9041,5813
9041,469
9045,25
9047,367
9050,62
9050,399
3860,8373
9053,312
8941,748
2994,3254
8532,1626
3626,3
3626,49
3626,52
9069,282
9069,980
9070,367
9073,7780
9004,1248
9069,880
9092,62
9092,197
9094,62
6552,2577
8745,73
5740,3984
9101,25
9101,23
9101,18
9101,27
9101,2
9101,24
9101,21
4779,5042
9016,1153
9112,52
9112,168
9132,49
9128,2824
9137,314
6419,9684
4074,5032
6146,457
9144,2038
9145,399
9049,322
9049,377
9049,282
7344,748
9152,191
6294,197
105,6371
9161,2017
5847,2430
7214,2691
7214,2034
7214,3036
7214,3254
7214,3883
7214,4031
7214,4979
6707,1709
9128,3313
8894,450
5847,5044
5847,5499
5847,6534
5133,4979
9136,1479
5808,73
5258,377
5258,322
5258,167
5258,399
2908,239
2908,929
6775,197
9015,6828
9128,682
552,9299
5374,3454
8339,457
5016,3637
7339,5410
9069,167
9196,62
9196,282
8596,2807
8596,1273
8596,2306
8596,3330
8596,2930
8596,3673
1130,457
5740,1803
5740,2394
2738,367
15,191
15,666
9204,367
9204,62
1851,52
1851,3
1851,49
6423,5264
3209,312
2659,682
9214,2282
9214,3864
9214,2687
9214,5026
8802,377
8980,6256
9101,584
9232,783
9232,1273
9232,2807
9232,2604
9236,282
6391,3319
9242,41
9238,4686
9185,3826
9185,3063
9185,5463
9185,4650
9185,4534
8447,4454
9262,312
9262,223
96,2824
9263,1531
8074,322
8074,3611
3466,312
9277,223
9277,1155
7119,6733
2325,6371
7326,1337
3550,457
8448,25
7192,682
3269,73
7241,6248
9308,399
9310,367
8084,5032
8084,309
8084,2687
8084,4204
8829,8841
6402,2394
670,377
9304,4775
9304,834
6419,7282
9334,282
9334,377
9334,2887
9334,1337
7681,3577
7681,4132
7681,4514
7681,4916
7681,5159
7681,5565
7681,5497
7681,5681
7681,6652
7681,6175
7681,7054
7681,2182
7681,2050
7681,1805
5609,2120
9337,384
9337,394
9337,49
9337,52
9337,197
1697,6002
292,1803
8927,3637
9346,783
9346,73
9304,5390
6927,7374
6927,3083
5374,2591
5374,6970
9358,1641
7408,894
9087,7475
1783,384
1783,419
7629,4387
7613,1715
6927,377
8171,8784
8171,175
8171,21
8171,27
8171,25
5608,5032
6293,2394
6293,1803
8198,41
8198,6248
5506,4454
8583,3611
8183,7780
6314,682
9395,223
9395,314
9395,1391
9395,2195
9395,6956
2711,1901
8183,9184
2216,724
2216,748
9410,457
5775,6812
8636,1137
8995,5815
9417,312
9422,62
5253,175
9423,491
9423,643
9423,449
9423,783
9423,2593
9423,9289
9423,8076
